,NFL Team,W,L,T,PCT,PF,PA,Net Pts,Home,Road,Div,Pct,Conf,Pct.1,Non-Conf,Strk,Last 5,year
14,Kansas City ChiefsChiefs,7,5,2,0.583,272.0,244.0,28.0,4 - 1 - 2,3 - 4 - 0,2 - 3 - 1,0.4,7 - 3 - 1,0.7,0 - 2 - 1,2L,2 - 2 - 1,1970
15,Arizona CardinalsCardinals,8,5,1,0.615,325.0,228.0,97.0,6 - 1 - 0,2 - 4 - 1,5 - 3 - 0,0.625,6 - 5 - 0,0.545,2 - 0 - 1,3L,1 - 3 - 1,1970
16,Cincinnati BengalsBengals,8,6,0,0.571,312.0,255.0,57.0,5 - 2 - 0,3 - 4 - 0,3 - 3 - 0,0.5,7 - 4 - 0,0.636,1 - 2 - 0,7W,5 - 0 - 0,1970
17,Las Vegas RaidersRaiders,8,4,2,0.667,300.0,293.0,7.0,6 - 1 - 0,2 - 3 - 2,4 - 0 - 2,1.0,7 - 2 - 2,0.778,1 - 2 - 0,1L,3 - 2 - 0,1970
18,Los Angeles RamsRams,9,4,1,0.692,325.0,202.0,123.0,3 - 3 - 1,6 - 1 - 0,4 - 1 - 1,0.8,7 - 3 - 1,0.7,2 - 1 - 0,1W,4 - 1 - 0,1970
19,New York GiantsGiants,9,5,0,0.643,301.0,270.0,31.0,5 - 2 - 0,4 - 3 - 0,6 - 2 - 0,0.75,6 - 5 - 0,0.545,3 - 0 - 0,1L,3 - 2 - 0,1970
20,Dallas CowboysCowboys,10,4,0,0.714,299.0,221.0,78.0,6 - 1 - 0,4 - 3 - 0,5 - 3 - 0,0.625,7 - 4 - 0,0.636,3 - 0 - 0,5W,5 - 0 - 0,1970
21,Detroit LionsLions,10,4,0,0.714,347.0,202.0,145.0,6 - 1 - 0,4 - 3 - 0,4 - 2 - 0,0.667,7 - 4 - 0,0.636,3 - 0 - 0,5W,5 - 0 - 0,1970
22,Miami DolphinsDolphins,10,4,0,0.714,297.0,228.0,69.0,6 - 1 - 0,4 - 3 - 0,6 - 2 - 0,0.75,8 - 3 - 0,0.727,2 - 1 - 0,6W,5 - 0 - 0,1970
23,San Francisco 49ers49ers,10,3,1,0.769,352.0,267.0,85.0,5 - 1 - 1,5 - 2 - 0,3 - 2 - 1,0.6,6 - 3 - 1,0.667,4 - 0 - 0,3W,3 - 2 - 0,1970
24,Indianapolis ColtsColts,11,2,1,0.846,321.0,234.0,87.0,5 - 1 - 1,6 - 1 - 0,6 - 1 - 1,0.857,8 - 2 - 1,0.8,3 - 0 - 0,4W,4 - 1 - 0,1970
25,Minnesota VikingsVikings,12,2,0,0.857,335.0,143.0,192.0,7 - 0 - 0,5 - 2 - 0,5 - 1 - 0,0.833,10 - 1 - 0,0.909,2 - 1 - 0,3W,4 - 1 - 0,1970
0,Buffalo BillsBills,1,13,0,0.071,184.0,394.0,-210.0,1 - 6 - 0,0 - 7 - 0,1 - 7 - 0,0.125,1 - 10 - 0,0.091,0 - 3 - 0,3L,1 - 4 - 0,1971
1,Arizona CardinalsCardinals,4,9,1,0.308,231.0,279.0,-48.0,1 - 5 - 1,3 - 4 - 0,1 - 7 - 0,0.125,2 - 8 - 1,0.2,2 - 1 - 0,2L,1 - 3 - 1,1971
2,Cincinnati BengalsBengals,4,10,0,0.286,284.0,265.0,19.0,3 - 4 - 0,1 - 6 - 0,1 - 5 - 0,0.167,3 - 8 - 0,0.273,1 - 2 - 0,3L,2 - 3 - 0,1971
3,Denver BroncosBroncos,4,9,1,0.308,203.0,275.0,-72.0,2 - 4 - 1,2 - 5 - 0,1 - 5 - 0,0.167,3 - 6 - 1,0.333,1 - 3 - 0,2L,2 - 3 - 0,1971
4,Green Bay PackersPackers,4,8,2,0.333,274.0,298.0,-24.0,3 - 3 - 1,1 - 5 - 1,2 - 3 - 1,0.4,2 - 7 - 2,0.222,2 - 1 - 0,1L,1 - 3 - 1,1971
5,New Orleans SaintsSaints,4,8,2,0.333,266.0,347.0,-81.0,2 - 4 - 1,2 - 4 - 1,2 - 4 - 0,0.333,4 - 7 - 0,0.364,0 - 1 - 2,3L,1 - 4 - 0,1971
6,New York GiantsGiants,4,10,0,0.286,228.0,362.0,-134.0,1 - 6 - 0,3 - 4 - 0,1 - 7 - 0,0.125,3 - 8 - 0,0.273,1 - 2 - 0,5L,0 - 5 - 0,1971
7,Tennessee TitansOilers,4,9,1,0.308,251.0,330.0,-79.0,3 - 3 - 1,1 - 6 - 0,2 - 4 - 0,0.333,4 - 7 - 0,0.364,0 - 2 - 1,3W,3 - 2 - 0,1971
8,Chicago BearsBears,6,8,0,0.429,185.0,276.0,-91.0,4 - 3 - 0,2 - 5 - 0,2 - 4 - 0,0.333,5 - 6 - 0,0.455,1 - 2 - 0,5L,0 - 5 - 0,1971
9,Los Angeles ChargersChargers,6,8,0,0.429,311.0,341.0,-30.0,6 - 1 - 0,0 - 7 - 0,2 - 4 - 0,0.333,4 - 7 - 0,0.364,2 - 1 - 0,1L,2 - 3 - 0,1971
10,New England PatriotsPatriots,6,8,0,0.429,238.0,325.0,-87.0,5 - 2 - 0,1 - 6 - 0,4 - 4 - 0,0.5,6 - 5 - 0,0.545,0 - 3 - 0,1W,2 - 3 - 0,1971
11,New York JetsJets,6,8,0,0.429,212.0,299.0,-87.0,4 - 3 - 0,2 - 5 - 0,4 - 4 - 0,0.5,6 - 5 - 0,0.545,0 - 3 - 0,2W,3 - 2 - 0,1971
12,Philadelphia EaglesEagles,6,7,1,0.462,221.0,302.0,-81.0,3 - 4 - 0,3 - 3 - 1,4 - 3 - 1,0.571,5 - 5 - 1,0.5,1 - 2 - 0,3W,4 - 1 - 0,1971
13,Pittsburgh SteelersSteelers,6,8,0,0.429,246.0,292.0,-46.0,5 - 2 - 0,1 - 6 - 0,4 - 2 - 0,0.667,5 - 6 - 0,0.455,1 - 2 - 0,1L,2 - 3 - 0,1971
14,Atlanta FalconsFalcons,7,6,1,0.538,274.0,277.0,-3.0,4 - 3 - 0,3 - 3 - 1,3 - 2 - 1,0.6,4 - 6 - 1,0.4,3 - 0 - 0,1W,3 - 2 - 0,1971
15,Detroit LionsLions,7,6,1,0.538,341.0,286.0,55.0,3 - 4 - 0,4 - 2 - 1,2 - 3 - 1,0.4,3 - 6 - 1,0.333,4 - 0 - 0,3L,2 - 3 - 0,1971
16,Las Vegas RaidersRaiders,8,4,2,0.667,344.0,278.0,66.0,5 - 1 - 1,3 - 3 - 1,4 - 1 - 1,0.8,7 - 3 - 1,0.7,1 - 1 - 1,1W,2 - 3 - 0,1971
17,Los Angeles RamsRams,8,5,1,0.615,313.0,260.0,53.0,4 - 2 - 1,4 - 3 - 0,4 - 1 - 1,0.8,7 - 3 - 1,0.7,1 - 2 - 0,1W,3 - 2 - 0,1971
18,Cleveland BrownsBrowns,9,5,0,0.643,285.0,273.0,12.0,4 - 3 - 0,5 - 2 - 0,5 - 1 - 0,0.833,7 - 4 - 0,0.636,2 - 1 - 0,5W,5 - 0 - 0,1971
19,San Francisco 49ers49ers,9,5,0,0.643,300.0,216.0,84.0,4 - 3 - 0,5 - 2 - 0,2 - 4 - 0,0.333,7 - 4 - 0,0.636,2 - 1 - 0,2W,3 - 2 - 0,1971
20,Washington CommandersRedskins,9,4,1,0.692,276.0,190.0,86.0,4 - 2 - 1,5 - 2 - 0,6 - 1 - 1,0.857,8 - 2 - 1,0.8,1 - 2 - 0,1L,3 - 2 - 0,1971
21,Indianapolis ColtsColts,10,4,0,0.714,313.0,140.0,173.0,5 - 2 - 0,5 - 2 - 0,6 - 2 - 0,0.75,8 - 3 - 0,0.727,2 - 1 - 0,1L,3 - 2 - 0,1971
22,Kansas City ChiefsChiefs,10,3,1,0.769,302.0,208.0,94.0,7 - 0 - 0,3 - 3 - 1,4 - 1 - 1,0.8,8 - 2 - 1,0.8,2 - 1 - 0,3W,4 - 1 - 0,1971
23,Miami DolphinsDolphins,10,3,1,0.769,315.0,174.0,141.0,6 - 1 - 0,4 - 2 - 1,5 - 3 - 0,0.625,7 - 3 - 1,0.7,3 - 0 - 0,1W,3 - 2 - 0,1971
24,Dallas CowboysCowboys,11,3,0,0.786,406.0,222.0,184.0,6 - 1 - 0,5 - 2 - 0,7 - 1 - 0,0.875,8 - 3 - 0,0.727,3 - 0 - 0,7W,5 - 0 - 0,1971
25,Minnesota VikingsVikings,11,3,0,0.786,245.0,139.0,106.0,5 - 2 - 0,6 - 1 - 0,5 - 1 - 0,0.833,9 - 2 - 0,0.818,2 - 1 - 0,2W,4 - 1 - 0,1971
0,Tennessee TitansOilers,1,13,0,0.071,164.0,380.0,-216.0,1 - 6 - 0,0 - 7 - 0,0 - 6 - 0,0.0,1 - 10 - 0,0.091,0 - 3 - 0,11L,0 - 5 - 0,1972
1,New Orleans SaintsSaints,2,11,1,0.179,215.0,361.0,-146.0,2 - 5 - 0,0 - 6 - 1,1 - 4 - 1,0.25,2 - 8 - 1,0.227,0 - 3 - 0,3L,1 - 4 - 0,1972
2,Philadelphia EaglesEagles,2,11,1,0.179,145.0,352.0,-207.0,0 - 6 - 1,2 - 5 - 0,0 - 7 - 1,0.063,0 - 10 - 1,0.045,2 - 1 - 0,5L,0 - 5 - 0,1972
3,New England PatriotsPatriots,3,11,0,0.214,192.0,446.0,-254.0,2 - 5 - 0,1 - 6 - 0,0 - 8 - 0,0.0,0 - 11 - 0,0.0,3 - 0 - 0,1L,1 - 4 - 0,1972
4,Arizona CardinalsCardinals,4,9,1,0.321,193.0,303.0,-110.0,2 - 5 - 0,2 - 4 - 1,1 - 6 - 1,0.188,3 - 7 - 1,0.318,1 - 2 - 0,2W,2 - 3 - 0,1972
5,Buffalo BillsBills,4,9,1,0.321,257.0,377.0,-120.0,2 - 4 - 1,2 - 5 - 0,2 - 6 - 0,0.25,2 - 9 - 0,0.182,2 - 0 - 1,1W,2 - 2 - 1,1972
6,Chicago BearsBears,4,9,1,0.321,225.0,275.0,-50.0,1 - 5 - 1,3 - 4 - 0,1 - 5 - 0,0.167,3 - 7 - 1,0.318,1 - 2 - 0,1L,1 - 4 - 0,1972
7,Los Angeles ChargersChargers,4,9,1,0.321,264.0,344.0,-80.0,2 - 5 - 0,2 - 4 - 1,2 - 3 - 1,0.417,4 - 6 - 1,0.409,0 - 3 - 0,3L,2 - 3 - 0,1972
8,Denver BroncosBroncos,5,9,0,0.357,325.0,350.0,-25.0,3 - 4 - 0,2 - 5 - 0,2 - 4 - 0,0.333,4 - 6 - 0,0.4,1 - 3 - 0,2W,2 - 3 - 0,1972
9,Indianapolis ColtsColts,5,9,0,0.357,235.0,252.0,-17.0,2 - 5 - 0,3 - 4 - 0,4 - 4 - 0,0.5,5 - 6 - 0,0.455,0 - 3 - 0,2L,3 - 2 - 0,1972
10,Los Angeles RamsRams,6,7,1,0.464,291.0,286.0,5.0,4 - 3 - 0,2 - 4 - 1,4 - 2 - 0,0.667,5 - 5 - 1,0.5,1 - 2 - 0,2L,1 - 4 - 0,1972
11,Atlanta FalconsFalcons,7,7,0,0.5,269.0,274.0,-5.0,4 - 3 - 0,3 - 4 - 0,3 - 3 - 0,0.5,5 - 5 - 0,0.5,2 - 2 - 0,2L,2 - 3 - 0,1972
12,Minnesota VikingsVikings,7,7,0,0.5,301.0,252.0,49.0,3 - 4 - 0,4 - 3 - 0,4 - 2 - 0,0.667,6 - 5 - 0,0.545,1 - 2 - 0,2L,2 - 3 - 0,1972
13,New York JetsJets,7,7,0,0.5,367.0,324.0,43.0,4 - 3 - 0,3 - 4 - 0,6 - 2 - 0,0.75,6 - 5 - 0,0.545,1 - 2 - 0,2L,1 - 4 - 0,1972
14,Cincinnati BengalsBengals,8,6,0,0.571,299.0,229.0,70.0,4 - 3 - 0,4 - 3 - 0,3 - 3 - 0,0.5,6 - 5 - 0,0.545,2 - 1 - 0,1W,3 - 2 - 0,1972
15,Detroit LionsLions,8,5,1,0.607,339.0,290.0,49.0,5 - 2 - 0,3 - 3 - 1,2 - 4 - 0,0.333,6 - 5 - 0,0.545,2 - 0 - 1,1W,3 - 1 - 1,1972
16,Kansas City ChiefsChiefs,8,6,0,0.571,287.0,254.0,33.0,3 - 4 - 0,5 - 2 - 0,4 - 2 - 0,0.667,6 - 5 - 0,0.545,2 - 1 - 0,3W,3 - 2 - 0,1972
17,New York GiantsGiants,8,6,0,0.571,331.0,247.0,84.0,4 - 3 - 0,4 - 3 - 0,5 - 3 - 0,0.625,7 - 4 - 0,0.636,1 - 2 - 0,1W,3 - 2 - 0,1972
18,San Francisco 49ers49ers,8,5,1,0.607,353.0,249.0,104.0,4 - 2 - 1,4 - 3 - 0,3 - 2 - 1,0.583,6 - 4 - 1,0.591,2 - 1 - 0,2W,4 - 1 - 0,1972
19,Cleveland BrownsBrowns,10,4,0,0.714,268.0,249.0,19.0,4 - 3 - 0,6 - 1 - 0,5 - 1 - 0,0.833,9 - 2 - 0,0.818,1 - 2 - 0,2W,4 - 1 - 0,1972
20,Dallas CowboysCowboys,10,4,0,0.714,319.0,240.0,79.0,5 - 2 - 0,5 - 2 - 0,6 - 2 - 0,0.75,7 - 4 - 0,0.636,3 - 0 - 0,1L,3 - 2 - 0,1972
21,Green Bay PackersPackers,10,4,0,0.714,304.0,226.0,78.0,4 - 3 - 0,6 - 1 - 0,5 - 1 - 0,0.833,8 - 3 - 0,0.727,2 - 1 - 0,3W,4 - 1 - 0,1972
22,Las Vegas RaidersRaiders,10,3,1,0.75,365.0,248.0,117.0,5 - 1 - 1,5 - 2 - 0,3 - 2 - 1,0.583,7 - 3 - 1,0.682,3 - 0 - 0,6W,5 - 0 - 0,1972
23,Pittsburgh SteelersSteelers,11,3,0,0.786,343.0,175.0,168.0,7 - 0 - 0,4 - 3 - 0,4 - 2 - 0,0.667,9 - 2 - 0,0.818,2 - 1 - 0,4W,4 - 1 - 0,1972
24,Washington CommandersRedskins,11,3,0,0.786,336.0,218.0,118.0,6 - 1 - 0,5 - 2 - 0,7 - 1 - 0,0.875,10 - 1 - 0,0.909,1 - 2 - 0,2L,3 - 2 - 0,1972
25,Miami DolphinsDolphins,14,0,0,1.0,385.0,171.0,214.0,7 - 0 - 0,7 - 0 - 0,8 - 0 - 0,1.0,11 - 0 - 0,1.0,3 - 0 - 0,14W,5 - 0 - 0,1972
0,Tennessee TitansOilers,1,13,0,0.071,199.0,447.0,-248.0,0 - 7 - 0,1 - 6 - 0,0 - 6 - 0,0.0,1 - 10 - 0,0.091,0 - 3 - 0,6L,0 - 5 - 0,1973
1,Los Angeles ChargersChargers,2,11,1,0.179,188.0,386.0,-198.0,2 - 5 - 0,0 - 6 - 1,0 - 6 - 0,0.0,1 - 9 - 1,0.136,1 - 2 - 0,4L,1 - 4 - 0,1973
2,New York GiantsGiants,2,11,1,0.179,226.0,362.0,-136.0,2 - 4 - 1,0 - 7 - 0,1 - 6 - 1,0.188,1 - 9 - 1,0.136,1 - 2 - 0,4L,1 - 4 - 0,1973
3,Chicago BearsBears,3,11,0,0.214,195.0,334.0,-139.0,1 - 6 - 0,2 - 5 - 0,1 - 5 - 0,0.167,1 - 9 - 0,0.1,2 - 2 - 0,6L,0 - 5 - 0,1973
4,Arizona CardinalsCardinals,4,9,1,0.321,286.0,365.0,-79.0,2 - 4 - 1,2 - 5 - 0,3 - 5 - 0,0.375,4 - 7 - 0,0.364,0 - 2 - 1,1L,1 - 4 - 0,1973
5,Indianapolis ColtsColts,4,10,0,0.286,226.0,341.0,-115.0,3 - 4 - 0,1 - 6 - 0,2 - 6 - 0,0.25,2 - 9 - 0,0.182,2 - 1 - 0,2W,2 - 3 - 0,1973
6,New York JetsJets,4,10,0,0.286,240.0,306.0,-66.0,2 - 4 - 0,2 - 6 - 0,4 - 4 - 0,0.5,4 - 7 - 0,0.364,0 - 3 - 0,2L,1 - 4 - 0,1973
7,Green Bay PackersPackers,5,7,2,0.429,202.0,259.0,-57.0,3 - 2 - 2,2 - 5 - 0,1 - 4 - 1,0.25,4 - 6 - 1,0.409,1 - 1 - 1,1W,2 - 3 - 0,1973
8,New England PatriotsPatriots,5,9,0,0.357,258.0,300.0,-42.0,3 - 4 - 0,2 - 5 - 0,1 - 7 - 0,0.125,3 - 8 - 0,0.273,2 - 1 - 0,2L,3 - 2 - 0,1973
9,New Orleans SaintsSaints,5,9,0,0.357,163.0,312.0,-149.0,5 - 2 - 0,0 - 7 - 0,1 - 5 - 0,0.167,4 - 7 - 0,0.364,1 - 2 - 0,1L,1 - 4 - 0,1973
10,Philadelphia EaglesEagles,5,8,1,0.393,310.0,393.0,-83.0,4 - 3 - 0,1 - 5 - 1,3 - 4 - 1,0.438,3 - 7 - 1,0.318,2 - 1 - 0,1L,2 - 3 - 0,1973
11,San Francisco 49ers49ers,5,9,0,0.357,262.0,319.0,-57.0,3 - 4 - 0,2 - 5 - 0,2 - 4 - 0,0.333,4 - 7 - 0,0.364,1 - 2 - 0,2L,2 - 3 - 0,1973
12,Detroit LionsLions,6,7,1,0.464,271.0,247.0,24.0,4 - 3 - 0,2 - 4 - 1,3 - 2 - 1,0.583,6 - 4 - 1,0.591,0 - 3 - 0,1L,3 - 2 - 0,1973
13,Cleveland BrownsBrowns,7,5,2,0.571,234.0,255.0,-21.0,5 - 1 - 1,2 - 4 - 1,4 - 2 - 0,0.667,6 - 3 - 2,0.636,1 - 2 - 0,2L,2 - 2 - 1,1973
14,Denver BroncosBroncos,7,5,2,0.571,354.0,296.0,58.0,3 - 3 - 1,4 - 2 - 1,3 - 2 - 1,0.583,7 - 2 - 1,0.75,0 - 3 - 1,1L,3 - 2 - 0,1973
15,Kansas City ChiefsChiefs,7,5,2,0.571,231.0,192.0,39.0,5 - 1 - 1,2 - 4 - 1,4 - 2 - 0,0.667,6 - 4 - 1,0.591,1 - 1 - 1,1W,2 - 2 - 1,1973
16,Atlanta FalconsFalcons,9,5,0,0.643,318.0,224.0,94.0,4 - 3 - 0,5 - 2 - 0,4 - 2 - 0,0.667,7 - 4 - 0,0.636,2 - 1 - 0,1W,3 - 2 - 0,1973
17,Buffalo BillsBills,9,5,0,0.643,259.0,230.0,29.0,5 - 2 - 0,4 - 3 - 0,6 - 2 - 0,0.75,7 - 4 - 0,0.636,2 - 1 - 0,4W,4 - 1 - 0,1973
18,Las Vegas RaidersRaiders,9,4,1,0.679,292.0,175.0,117.0,5 - 2 - 0,4 - 2 - 1,4 - 1 - 1,0.75,7 - 3 - 1,0.682,2 - 1 - 0,4W,4 - 1 - 0,1973
19,Cincinnati BengalsBengals,10,4,0,0.714,286.0,231.0,55.0,7 - 0 - 0,3 - 4 - 0,4 - 2 - 0,0.667,8 - 3 - 0,0.727,2 - 1 - 0,6W,5 - 0 - 0,1973
20,Dallas CowboysCowboys,10,4,0,0.714,382.0,203.0,179.0,6 - 1 - 0,4 - 3 - 0,6 - 2 - 0,0.75,8 - 3 - 0,0.727,2 - 1 - 0,3W,4 - 1 - 0,1973
21,Pittsburgh SteelersSteelers,10,4,0,0.714,347.0,210.0,137.0,7 - 1 - 0,3 - 3 - 0,4 - 2 - 0,0.667,7 - 4 - 0,0.636,3 - 0 - 0,2W,2 - 3 - 0,1973
22,Washington CommandersRedskins,10,4,0,0.714,325.0,198.0,127.0,7 - 0 - 0,3 - 4 - 0,6 - 2 - 0,0.75,8 - 3 - 0,0.727,2 - 1 - 0,1W,4 - 1 - 0,1973
23,Los Angeles RamsRams,12,2,0,0.857,388.0,178.0,210.0,7 - 0 - 0,5 - 2 - 0,5 - 1 - 0,0.833,9 - 2 - 0,0.818,3 - 0 - 0,6W,5 - 0 - 0,1973
24,Miami DolphinsDolphins,12,2,0,0.857,343.0,150.0,193.0,7 - 0 - 0,5 - 2 - 0,7 - 1 - 0,0.875,9 - 2 - 0,0.818,3 - 0 - 0,1W,4 - 1 - 0,1973
25,Minnesota VikingsVikings,12,2,0,0.857,296.0,168.0,128.0,7 - 0 - 0,5 - 2 - 0,6 - 0 - 0,1.0,10 - 1 - 0,0.909,2 - 1 - 0,2W,3 - 2 - 0,1973
0,Indianapolis ColtsColts,2,12,0,0.143,190.0,329.0,-139.0,0 - 7 - 0,2 - 5 - 0,1 - 7 - 0,0.125,1 - 10 - 0,0.091,1 - 2 - 0,4L,1 - 4 - 0,1974
1,New York GiantsGiants,2,12,0,0.143,195.0,299.0,-104.0,0 - 7 - 0,2 - 5 - 0,1 - 7 - 0,0.125,1 - 10 - 0,0.091,1 - 2 - 0,6L,0 - 5 - 0,1974
2,Atlanta FalconsFalcons,3,11,0,0.214,111.0,271.0,-160.0,2 - 5 - 0,1 - 6 - 0,0 - 6 - 0,0.0,3 - 8 - 0,0.273,0 - 3 - 0,1W,1 - 4 - 0,1974
3,Chicago BearsBears,4,10,0,0.286,152.0,279.0,-127.0,4 - 3 - 0,0 - 7 - 0,2 - 4 - 0,0.333,4 - 7 - 0,0.364,0 - 3 - 0,2L,1 - 4 - 0,1974
4,Cleveland BrownsBrowns,4,10,0,0.286,251.0,344.0,-93.0,3 - 4 - 0,1 - 6 - 0,1 - 5 - 0,0.167,3 - 8 - 0,0.273,1 - 2 - 0,2L,1 - 4 - 0,1974
5,Kansas City ChiefsChiefs,5,9,0,0.357,233.0,293.0,-60.0,1 - 6 - 0,4 - 3 - 0,2 - 4 - 0,0.333,4 - 7 - 0,0.364,1 - 2 - 0,2L,2 - 3 - 0,1974
6,Los Angeles ChargersChargers,5,9,0,0.357,212.0,285.0,-73.0,3 - 4 - 0,2 - 5 - 0,2 - 4 - 0,0.333,4 - 7 - 0,0.364,1 - 2 - 0,2W,2 - 3 - 0,1974
7,New Orleans SaintsSaints,5,9,0,0.357,166.0,263.0,-97.0,4 - 3 - 0,1 - 6 - 0,3 - 3 - 0,0.5,5 - 6 - 0,0.455,0 - 3 - 0,1L,2 - 3 - 0,1974
8,Green Bay PackersPackers,6,8,0,0.429,210.0,206.0,4.0,4 - 3 - 0,2 - 5 - 0,3 - 3 - 0,0.5,4 - 7 - 0,0.364,2 - 1 - 0,3L,2 - 3 - 0,1974
9,San Francisco 49ers49ers,6,8,0,0.429,226.0,236.0,-10.0,3 - 4 - 0,3 - 4 - 0,4 - 2 - 0,0.667,6 - 5 - 0,0.545,0 - 3 - 0,2W,4 - 1 - 0,1974
10,Cincinnati BengalsBengals,7,7,0,0.5,283.0,259.0,24.0,4 - 3 - 0,3 - 4 - 0,3 - 3 - 0,0.5,5 - 6 - 0,0.455,2 - 1 - 0,3L,1 - 4 - 0,1974
11,Denver BroncosBroncos,7,6,1,0.536,302.0,294.0,8.0,3 - 3 - 1,4 - 3 - 0,3 - 3 - 0,0.5,5 - 4 - 1,0.55,2 - 2 - 0,1L,3 - 2 - 0,1974
12,Detroit LionsLions,7,7,0,0.5,256.0,270.0,-14.0,5 - 2 - 0,2 - 5 - 0,3 - 3 - 0,0.5,6 - 5 - 0,0.545,1 - 2 - 0,1L,3 - 2 - 0,1974
13,New England PatriotsPatriots,7,7,0,0.5,348.0,289.0,59.0,3 - 4 - 0,4 - 3 - 0,4 - 4 - 0,0.5,4 - 7 - 0,0.364,3 - 0 - 0,3L,1 - 4 - 0,1974
14,New York JetsJets,7,7,0,0.5,279.0,300.0,-21.0,3 - 4 - 0,4 - 3 - 0,4 - 4 - 0,0.5,5 - 6 - 0,0.455,2 - 1 - 0,6W,5 - 0 - 0,1974
15,Philadelphia EaglesEagles,7,7,0,0.5,242.0,217.0,25.0,5 - 2 - 0,2 - 5 - 0,3 - 5 - 0,0.375,5 - 6 - 0,0.455,2 - 1 - 0,3W,3 - 2 - 0,1974
16,Tennessee TitansOilers,7,7,0,0.5,236.0,282.0,-46.0,3 - 4 - 0,4 - 3 - 0,4 - 2 - 0,0.667,7 - 4 - 0,0.636,0 - 3 - 0,1W,3 - 2 - 0,1974
17,Dallas CowboysCowboys,8,6,0,0.571,297.0,235.0,62.0,5 - 2 - 0,3 - 4 - 0,4 - 4 - 0,0.5,6 - 5 - 0,0.545,2 - 1 - 0,1L,3 - 2 - 0,1974
18,Buffalo BillsBills,9,5,0,0.643,264.0,244.0,20.0,5 - 2 - 0,4 - 3 - 0,5 - 3 - 0,0.625,7 - 4 - 0,0.636,2 - 1 - 0,2L,2 - 3 - 0,1974
19,Arizona CardinalsCardinals,10,4,0,0.714,285.0,218.0,67.0,5 - 2 - 0,5 - 2 - 0,7 - 1 - 0,0.875,8 - 3 - 0,0.727,2 - 1 - 0,1W,3 - 2 - 0,1974
20,Los Angeles RamsRams,10,4,0,0.714,263.0,181.0,82.0,6 - 1 - 0,4 - 3 - 0,5 - 1 - 0,0.833,7 - 3 - 0,0.7,3 - 1 - 0,1W,3 - 2 - 0,1974
21,Minnesota VikingsVikings,10,4,0,0.714,310.0,195.0,115.0,4 - 3 - 0,6 - 1 - 0,4 - 2 - 0,0.667,8 - 3 - 0,0.727,2 - 1 - 0,3W,3 - 2 - 0,1974
22,Pittsburgh SteelersSteelers,10,3,1,0.75,305.0,189.0,116.0,5 - 2 - 0,5 - 1 - 1,4 - 2 - 0,0.667,7 - 3 - 1,0.682,3 - 0 - 0,2W,4 - 1 - 0,1974
23,Washington CommandersRedskins,10,4,0,0.714,320.0,196.0,124.0,6 - 1 - 0,4 - 3 - 0,5 - 3 - 0,0.625,8 - 3 - 0,0.727,2 - 1 - 0,2W,4 - 1 - 0,1974
24,Miami DolphinsDolphins,11,3,0,0.786,327.0,216.0,111.0,7 - 0 - 0,4 - 3 - 0,6 - 2 - 0,0.75,9 - 2 - 0,0.818,2 - 1 - 0,3W,4 - 1 - 0,1974
25,Las Vegas RaidersRaiders,12,2,0,0.857,355.0,228.0,127.0,6 - 1 - 0,6 - 1 - 0,5 - 1 - 0,0.833,9 - 2 - 0,0.818,3 - 0 - 0,3W,4 - 1 - 0,1974
0,Los Angeles ChargersChargers,2,12,0,0.143,189.0,345.0,-156.0,1 - 6 - 0,1 - 6 - 0,1 - 5 - 0,0.167,2 - 9 - 0,0.182,0 - 3 - 0,1L,2 - 3 - 0,1975
1,New Orleans SaintsSaints,2,12,0,0.143,165.0,360.0,-195.0,2 - 5 - 0,0 - 7 - 0,1 - 5 - 0,0.167,2 - 9 - 0,0.182,0 - 3 - 0,7L,0 - 5 - 0,1975
2,Cleveland BrownsBrowns,3,11,0,0.214,218.0,372.0,-154.0,3 - 4 - 0,0 - 7 - 0,1 - 5 - 0,0.167,2 - 8 - 0,0.2,1 - 3 - 0,1L,3 - 2 - 0,1975
3,New England PatriotsPatriots,3,11,0,0.214,258.0,358.0,-100.0,2 - 5 - 0,1 - 6 - 0,1 - 7 - 0,0.125,2 - 9 - 0,0.182,1 - 2 - 0,6L,0 - 5 - 0,1975
4,New York JetsJets,3,11,0,0.214,258.0,433.0,-175.0,1 - 6 - 0,2 - 5 - 0,2 - 6 - 0,0.25,3 - 8 - 0,0.273,0 - 3 - 0,2L,1 - 4 - 0,1975
5,Atlanta FalconsFalcons,4,10,0,0.286,240.0,289.0,-49.0,3 - 4 - 0,1 - 6 - 0,3 - 3 - 0,0.5,3 - 8 - 0,0.273,1 - 2 - 0,1L,2 - 3 - 0,1975
6,Chicago BearsBears,4,10,0,0.286,191.0,379.0,-188.0,3 - 4 - 0,1 - 6 - 0,2 - 4 - 0,0.333,4 - 7 - 0,0.364,0 - 3 - 0,1W,2 - 3 - 0,1975
7,Green Bay PackersPackers,4,10,0,0.286,226.0,285.0,-59.0,3 - 4 - 0,1 - 6 - 0,1 - 5 - 0,0.167,4 - 7 - 0,0.364,0 - 3 - 0,1W,3 - 2 - 0,1975
8,Philadelphia EaglesEagles,4,10,0,0.286,225.0,302.0,-77.0,2 - 5 - 0,2 - 5 - 0,3 - 5 - 0,0.375,4 - 7 - 0,0.364,0 - 3 - 0,1W,2 - 3 - 0,1975
